ASIN,コード,タイトル,メーカー、ブランド,定価,新品価格,新品安値ギャップ,新品数,中古最安値,中古安値ギャップ,中古数,在庫,ランキング,レビュー数,発売日
"B000A0YNSU","4984995115016","PRINCESS CROWN プリンセス クラウン","アトラス","","19,980","2,020","3","1,660","320","12","×","3,787","21","2005/09/22"
"B000BN8YEA","4984995900049","真・女神転生 デビルサマナー","アトラス","","15,000","0","3","1,748","132","23","×","10,527","15","2005/12/22"
"B000MJPGN0","4984995900254","プリンセスクラウン アトラスベストコレクション","アトラス","","4,580","","1","1,509","140","18","×","3,066","20","2007/03/08"
"B000MJUP1S","4984995900261","真・女神転生デビルサマナー アトラスベストコレクション","アトラス、￥ 1,009","3,024","2,318","802","9","1,940","2","20","○","4,102","23","2007/03/08"
"B000E9NHVQ","4984995900438","ペルソナ","アトラス","5,378","2,250","100","12","719","140","53","○","2,348","185","2009/04/29"
"B001RNNHD6","4984995900445","グローランサー","アトラス、￥ 488","","4,800","350","5","1,248","0","32","×","10,735","37","2009/05/14"
"B002M770AW","4984995900469","ペルソナ3ポータブル","アトラス、￥ 1,318","","8,350","647","7","2,296","1","26","×","4,850","205","2009/11/01"
"B002IPGJ00","4984995900476","エクシズ・フォルス","アトラス、￥ 218","5,378","2,215","0","19","886","11","27","○","8,232","37","2009/11/12"
"B002ZJXY1G","4984995900506","東京鬼祓師 鴉乃杜學園奇譚","アトラス","6,458","3,626","1","9","1,502","8","27","○","5,422","49","2010/04/22"
"B0035JJCMU","4984995900513","ナイツ・イン・ザ・ナイトメア","アトラス、￥ 127","6,458","1,558","122","18","720","35","38","○","14,344","10","2010/04/22"
"B0035JJCN4","4984995900520","ユグドラ・ユニオン STING the Best","アトラス","3,024","2,650","4","10","919","87","15","○","11,962","7","2010/03/25"
"B003BT4KZS","4984995900537","ブレイズ・ユニオン","アトラス","6,458","1,649","1","28","560","40","37","○","7,224","15","2010/05/27"
"B003EV6OR0","4984995900551","ペルソナアトラス・ベストコレクション","アトラス、￥ 577","","4,298","0","3","1,330","85","9","×","9,565","","2010/06/03"
"B003EV6OQG","4984995900568","グローランサーアトラス・ベストコレクション","アトラス、￥ 459","3,340","3,310","5","12","1,348","1","21","○","15,370","2","2010/06/03"
"B003Y8YW5E","4984995900629","ペルソナ ベストセレクション","アトラス","2,037","1,720","0","14","1,502","12","5","○","4,403","14","2010/09/15"
"B004ELBEDI","4984995900650","ペルソナ2 罪","アトラス","6,458","2,540","354","30","1,593","0","41","○","864","106","2011/04/14"
"B004PEHFEQ","4984995900667","グングニル -魔槍の軍神と英雄戦争-","アトラス","6,458","1,380","0","28","446","0","51","○","4,829","35","2011/05/19"
"B0050MLPRK","4984995900674","エクシズ・フォルス STING the Best","アトラス","3,024","1,580","0","13","650","139","11","○","18,670","","2011/07/14"
"B004UJOP8A","4984995900681","グロリア・ユニオン","アトラス","6,458","1,040","310","27","800","50","34","○","4,518","23","2011/06/23"
"B004ZWG91S","4984995900728","グローランサーIV オーバーリローデッド","アトラス、￥ 1,099","6,458","2,860","40","24","1,940","159","39","○","1,262","23","2011/08/18"
"B0057DC1Y8","4984995900735","ペルソナ3ポータブル PSP the Best","アトラス","3,024","2,382","528","20","2,250","0","17","○","677","65","2011/08/25"
"B0062VICFG","4984995900766","東京鬼祓師 鴉乃杜學園奇譚 アトラス ベストコレクション","アトラス","","4,450","3,530","4","1,880","215","4","×","16,253","","2012/01/12"
"B006GZMRX6","4984995900773","ブレイズ・ユニオン Sting the Best","アトラス、￥ 118","3,024","765","5","16","689","9","7","○","4,701","","2012/02/16"
"B007F8ISCC","4984995900803","ペルソナ2 罰","アトラス、￥ 630","6,458","1,550","29","50","1,350","79","45","○","860","27","2012/05/17"
"B000LR1DSA","4988110022463","NEWレインボーアイランド ハーディガーディ大冒険!!","マーベラスインタラクティブ","5,184","886","14","9","830","8","8","○","13,802","","2007/02/08"
"B000P31P6A","4988110022982","VALHALLAKNIGHTS -ヴァルハラナイツ- PSP the BEST","マーベラスインタラクティブ","2,880","1,280","0","15","335","0","24","○","21,288","3","2007/06/28"
"B000CSJ13W","4988601004480","ヴァルキリープロファイル -レナス-","スクウェア・エニックス、￥ 630","5,900","6,240","350","6","1,320","19","48","○","3,871","103","2006/03/02"
"B000N93RBM","4988601004930","ファイナルファンタジー","スクウェア・エニックス","4,104","3,298","1","13","1,027","141","46","○","7,025","126","2007/04/19"
"B000N5GQ82","4988601005036","ファイナルファンタジーII","スクウェア・エニックス","","5,899","1","7","1,150","9","35","×","2,756","58","2007/06/07"
"B000N5DBHG","4988601005074","ファイナルファンタジータクティクス 獅子戦争","スクウェア・エニックス","","11,799","0","8","1,040","100","53","×","1,517","215","2007/05/10"
"B000TXC2RW","4988601005159","クライシス コア -ファイナルファンタジーVII-(FFVII 10th Anniversary Limited)(新型PSP本体『PSP-2000ZS』&「バスターソード ストラップ」同梱)【メーカー生産終了】","スクウェア・エニックス","","40,000","1,200","6","9,800","0","21","×","7,384","30","2007/09/13"
"B0009RQKRQ","4988601005227","クライシス コア -ファイナルファンタジーVII- (通常版)","スクウェア・エニックス、￥ 285","9,900","8,000","1,900","4","869","50","63","○","1,093","646","2007/09/13"
"B000X9XSUC","4988601005432","スターオーシャン1 ファースト ディパーチャー(エターナルエディション)(新型PSP本体『PSP-2000』同梱)【メーカー生産終了】","スクウェア・エニックス","","34,800","14,530","2","1,979","1","8","×","19,133","24","2007/12/27"
"B000QHPS9A","4988601005449","スターオーシャン1 ファースト ディパーチャー(通常版)","スクウェア・エニックス","5,184","2,298","0","17","340","1","81","○","7,999","119","2007/12/27"
"B0012IJY0G","4988601005517","アルティメット ヒッツ ヴァルキリープロファイル -レナス-","スクウェア・エニックス、￥ 621","2,940","2,420","7","11","1,096","144","36","○","6,465","27","2008/03/06"
"B0013D7DG2","4988601005531","スターオーシャン2 セカンド エヴォリューション","スクウェア・エニックス、￥ 435","5,184","4,430","0","7","925","0","49","○","4,879","78","2008/04/02"
"B002C1ADL6","4988601006064","アルティメットヒッツ ファイナルファンタジー","スクウェア・エニックス","3,024","2,250","40","10","1,250","0","25","○","5,308","11","2009/07/30"
"B002C1ADLG","4988601006071","アルティメットヒッツ ファイナルファンタジーII","スクウェア・エニックス、￥ 778","3,024","2,190","173","14","1,610","30","18","○","5,337","16","2009/07/30"
"B002C1ADLQ","4988601006088","アルティメットヒッツ ファイナルファンタジータクティクス 獅子戦争","スクウェア・エニックス","3,024","2,336","144","17","1,340","210","20","○","1,819","26","2009/07/30"
"B002C1ADM0","4988601006095","アルティメットヒッツ クライシスコア -ファイナルファンタジーVII-","スクウェア・エニックス、￥ 590","2,940","2,345","135","17","1,240","60","30","○","1,809","79","2009/07/30"
"B002TKK8K6","4988601006293","アルティメットヒッツ スターオーシャン1 ファースト ディバーチャー","スクウェア・エニックス","3,024","1,890","60","21","1,449","0","8","○","14,207","6","2009/12/03"
"B002TKK8L0","4988601006309","アルティメットヒッツ スターオーシャン2 セカンド エヴォリューション","スクウェア・エニックス","3,024","2,390","1","12","1,530","270","16","○","6,936","8","2009/12/03"
"B000WLXYIM","4988601006361","キングダム ハーツ バース バイ スリープ","スクウェア・エニックス","","3,950","2,520","10","748","2","90","×","1,075","303","2010/01/09"
"B003UHVPJU","4988601006729","ロード オブ アルカナ","スクウェア・エニックス","6,151","580","0","31","340","1","64","○","6,317","152","2010/10/14"
"B0046ZSXC2","4988601006750","タクティクスオウガ 運命の輪(特典なし)","スクウェア・エニックス、￥ 165","6,151","1,850","92","27","770","10","54","○","3,387","146","2010/11/11"
"B001DUFZII","4988601006828","The 3rd Birthday","スクウェア・エニックス","6,264","2,095","0","25","650","0","59","○","2,326","292","2010/12/22"
"B004A166PS","4988601006859","キングダムハーツ バースバイスリープ ファイナルミックス","スクウェア・エニックス","6,264","2,638","638","19","1,820","121","48","○","2,439","35","2011/01/20"
"B00439HBUG","4988601006903","ディシディア デュオデシム ファイナルファンタジー","スクウェア・エニックス","6,264","3,354","2","15","1,220","0","64","○","1,512","229","2011/03/03"
"B004HW83GK","4988601006910","ファイナルファンタジーIV コンプリートコレクション","スクウェア・エニックス","6,151","4,365","0","13","1,845","0","53","○","1,195","127","2011/03/24"
"B001DUI3A0","4988601007023","ファイナルファンタジー零式","スクウェア・エニックス","7,920","3,850","498","20","1,620","0","73","○","416","421","2011/10/27"
"B005SAST8M","4988601007177","ロード オブ アポカリプス","スクウェア・エニックス","6,151","1,620","8","31","1,012","0","48","○","5,560","33","2011/12/17"
"B005SASV62","4988601007276","アルティメット ヒッツ The 3rd Birthday","スクウェア・エニックス","3,024","1,476","4","19","1,280","118","15","○","4,585","7","2011/12/22"
"B005SASVDU","4988601007283","アルティメット ヒッツ タクティクスオウガ 運命の輪","スクウェア・エニックス、￥ 645","3,024","1,980","0","18","1,502","68","11","○","9,378","7","2011/12/22"
"B007Y2KQ06","4988601007368","アルティメット ヒッツ ディシディア デュオデシム ファイナルファンタジー","スクウェア・エニックス","2,940","2,350","0","12","1,939","1","13","○","7,253","4","2012/07/05"
"B007Y2KORG","4988601007375","アルティメット ヒッツ ファイナルファンタジーIV コンプリートコレクション","スクウェア・エニックス","3,024","2,345","435","22","1,980","0","18","○","1,787","14","2012/07/05"
"B008AS6ZGM","4988601007443","ファイナルファンタジーIII","スクウェア・エニックス","3,990","3,050","30","34","2,320","0","31","○","2,147","42","2012/09/20"
"B009ICSURG","4988601007696","アルティメット ヒッツ ファイナルファンタジー零式","スクウェア・エニックス","3,024","2,233","3","21","1,830","270","18","○","792","22","2012/12/06"
"B009ICTHB4","4988601007702","アルティメット ヒッツ キングダム ハーツ バース バイ スリープ","スクウェア・エニックス、￥ 815","3,024","2,378","1","18","1,440","233","8","○","2,844","","2012/12/06"
"B009ICTJSK","4988601007719","アルティメット ヒッツ キングダム ハーツ バース バイ スリープ ファイナル ミックス","スクウェア・エニックス","2,940","2,311","19","23","2,075","10","15","○","2,114","7","2012/12/06"
"B0006ZL2A6","4988602120127","イース-ナピシュテムの匣-","コナミ","","9,325","5","2","1,040","200","12","×","10,561","11","2006/01/19"
"B0009V273I","4988602122541","Twelve ~戦国封神伝~","コナミ、￥ 55","5,378","3,480","20","6","379","18","33","○","11,631","11","2005/08/25"
"B000BNFDTO","4988602126525","幻想水滸伝I&II","コナミ","7,373","7,723","4,506","2","1,759","61","21","○","13,339","92","2006/02/23"
"B000CSSWA0","4988602127867","UNTOLD LEGENDS ~ウナタカの勇剣~","コナミ、￥ 218","","7,899","1","4","1,062","0","20","×","18,319","8","2006/03/23"
"B000K72MBS","4988602130164","イース -ナピシュテムの匣- 特別版","コナミデジタルエンタテインメント","","","","","1,249","0","5","×","17,445","7","2007/02/01"
"B000FPWBNE","4988602131840","メタルギア ソリッド バンドデシネ","コナミデジタルエンタテインメント","","6,980","","1","818","0","28","×","4,679","22","2006/09/21"
"B000FPUZ2I","4988602132700","メタル ギア ソリッド ポータブル オプス","コナミデジタルエンタテインメント","","11,918","10","5","699","69","48","×","5,502","189","2006/12/21"
"B000RK1F7K","4988602136142","メタルギア 20th アニバーサリー メタルギア ソリッド ポータブル オプス","コナミデジタルエンタテインメント","","10,350","9,800","2","1,239","0","10","×","25,865","5","2007/07/26"
"B000TUQYHE","4988602136487","メタル ギア ソリッド ポータブル オプス +","コナミデジタルエンタテインメント","","9,979","1","4","478","0","34","×","2,863","55","2007/09/20"
"B000TUSQ4I","4988602138306","メタル ギア ソリッド ポータブル オプス + デラックス パック","コナミデジタルエンタテインメント","","8,450","0","4","2,105","470","13","×","11,340","5","2007/09/20"
"B000VVLC4Q","4988602138313","メタル ギア ソリッド ポータブル オプス PSP the Best","コナミデジタルエンタテインメント","3,980","3,980","","","1,058","222","12","○","10,508","14","2007/09/21"
"B002OB4WP2","4988602148800","幻想水滸伝 I & II コナミ・ザ・ベスト","コナミデジタルエンタテインメント","","","","","1,600","120","10","×","9,440","9","2009/11/05"
"B002OL1KI4","4988602149142","メタルギア ソリッド ポータブル・オプス コナミ殿堂コレクション","コナミデジタルエンタテインメント","1,801","1,401","1","17","1,184","6","10","○","6,240","20","2009/11/05"
"B002Q8GU94","4988602149197","イース -ナピシュテムの匣- 特別版 コナミ・ザ・ベスト","コナミデジタルエンタテインメント","3,024","2,362","1","7","1,630","9","14","○","3,714","8","2009/12/03"
"B00307TCZY","4988602149289","テガミバチ こころ紡ぐ者へ","コナミデジタルエンタテインメント","5,400","2,975","3","17","830","71","28","○","9,589","6","2010/03/04"
"B002C1ARG2","4988602150261","メタルギア ソリッド ピースウォーカー","コナミデジタルエンタテインメント","","6,570","1","11","1,330","20","45","×","1,114","383","2010/04/29"
"B00359FV98","4988602150285","PSP「プレイステーション・ポータブル」 メタルギア ソリッド ピースウォーカー プレミアムパッケージ【メーカー生産終了】","コナミデジタルエンタテインメント","","32,350","2,630","8","8,800","3,700","13","×","9,966","30","2010/04/29"
"B004IPQV3I","4988602152289","フェアリーテイル ポータブルギルド2","コナミデジタルエンタテインメント","5,400","1,484","36","14","630","550","27","○","1,208","3","2011/03/10"
"B003VTXZZE","4988602153262","SILENT HILL -SHATTERED MEMORIES- ベストセレクション","コナミデジタルエンタテインメント","2,037","1,690","30","13","1,495","5","10","○","22,325","5","2010/07/15"
"B003VTY00I","4988602153279","悪魔城ドラキュラ Xクロニクル ベストセレクション","コナミデジタルエンタテインメント、￥ 769","1,980","1,645","745","8","1,549","10","11","○","3,553","10","2010/07/15"
"B003VTY01W","4988602153309","幻想水滸伝I&II ベストセレクション","コナミデジタルエンタテインメント","","4,969","1","15","2,235","165","9","×","3,670","21","2010/07/15"
"B004I5A990","4988602157093","METAL GEAR SOLID PEACE WALKER PSP the Best","コナミデジタルエンタテインメント、￥ 1,125","3,024","2,408","1","23","1,840","0","18","○","1,368","36","2011/02/24"
"B006D7LIL4","4988602158496","幻想水滸伝 紡がれし百年の時","コナミデジタルエンタテインメント、￥ 170","6,152","1,790","57","29","820","330","52","○","1,543","178","2012/02/09"
"B005APXB42","4988602158502","FRONTIER GATE(フロンティアゲート)","コナミデジタルエンタテインメント","5,400","1,277","0","34","550","2","49","○","6,549","68","2011/12/22"
"B00B4PANL6","4988602164756","FRONTIER GATE Boost+ (フロンティアゲート ブーストプラス)","コナミデジタルエンタテインメント、￥ 1,217","3,990","2,820","10","24","2,310","10","35","○","5,903","16","2013/03/14"
"B00AAOX48Q","4988602164763","幻想水滸伝 紡がれし百年の時 PSP the Best","コナミデジタルエンタテインメント、￥ 528","3,024","2,247","1","13","1,300","0","12","○","16,781","2","2013/02/07"
"B0006IQSH0","4988607050931","煉獄 THE TOWER OF PURGATORY","ハドソン","","","","","590","10","29","×","19,080","19","2005/01/27"
"B000FIBLFK","4988607051099","天外魔境 第四の黙示録","ハドソン","","7,971","0","6","3,030","10","16","×","13,973","24","2006/07/13"
"B000EDC5FG","4988607051136","煉獄 弐 RENGOKU II The Stairway to H.E.A.V.E.N","ハドソン、￥ 935","","13,350","426","4","1,650","0","26","×","12,214","14","2006/04/27"
"B000VGT3CO","4988607051174","ダンジョンエクスプローラー 盟約の扉","ハドソン","5,378","1,830","10","20","351","0","33","○","15,005","16","2007/11/15"
"B0018B71I4","4988607051334","天外魔境 第四の黙示録 ハドソン・ザ・ベスト","ハドソン","","4,500","0","5","3,430","22","11","×","15,573","7","2008/07/31"
"B002F9MTBW","4988607051389","鉄のラインバレル","ハドソン","6,264","1,436","3","20","799","21","27","○","18,731","10","2009/10/08"
"B002IPGIXI","4988607051396","ダンジョンエクスプローラー ~盟約の扉~ ハドソン・ザ・ベスト","ハドソン","3,024","1,680","0","10","1,264","10","4","○","29,930","","2009/09/24"
"B0047Y0VOK","4988607051426","鉄のラインバレル ハドソン・ザ・ベスト","ハドソン","3,024","1,380","58","7","843","0","8","○","28,164","2","2010/12/09"
"B004BX92WO","4988607051433","PC Engine Best Collection 天外魔境コレクション ベストセレクション","ハドソン","","4,200","2,600","2","4,200","139","2","×","7,919","9","2010/12/09"
"B000U4OK1G","4988611207130","エターナルヒッツ クロニクル オブ ダンジョンメーカー","タイトー","2,571","1,859","1","17","600","0","13","○","21,345","5","2007/09/27"
"B000G76QNM","4988615023880","太閤立志伝IV","コーエー","5,580","5,555","0","7","1,095","1","17","○","13,968","4","2006/08/31"
"B000Y9FHR8","4988615028205","KOEI The Best 太閤立志伝IV","コーエー、￥ 52","3,024","2,200","19","6","786","140","17","○","23,747","2","2007/12/27"
"B001GS8O3K","4988615030888","ジルオール インフィニット プラス(末弥純描き下ろし「アートステッカー」同梱)","コーエー","","4,880","0","5","1,235","4","29","×","6,626","74","2009/01/22"
"B002EL47CA","4988615032400","太閤立志伝V","コーエー","","14,100","380","3","2,695","19","15","×","11,106","28","2009/09/17"
"B003PGQ08M","4988615034732","Koei Tecmo the Best Zill O'll~infinite plus~","コーエーテクモゲームス","","","","","1,242","0","15","×","14,627","5","2010/08/05"
"B007ZLE60W","4988615043864","コーエーテクモ定番シリーズ 太閤立志伝IV","コーエーテクモゲームス、￥ 268","1,944","1,750","40","9","1,200","0","7","○","18,271","","2012/07/12"
"B00827ZGJI","4988615043888","コーエーテクモ定番シリーズ Zill O'll ~infinite plus~","コーエーテクモゲームス","2,120","2,120","24","4","1,500","150","7","○","10,528","7","2012/08/02"
"B0088VHBK0","4988615045226","コーエーテクモ the Best 太閤立志伝V","コーエーテクモゲームス","3,024","3,030","120","6","2,290","49","15","○","3,231","7","2012/09/06"
"B0088VHCGI","4988615045240","コーエーテクモ定番シリーズ 大航海時代IV ROTA NOVA","コーエーテクモゲームス、￥ 1,112","1,944","2,190","20","11","2,049","1","3","○","6,206","4","2012/09/06"
"B000I1DHOC","4995506001216","魔界戦記ディスガイア PORTABLE(通常版)","日本一ソフトウェア","7,240","7,234","0","6","471","14","34","○","10,846","22","2006/11/30"
"B000I1GU32","4995506001230","魔界戦記ディスガイア PORTABLE(初回限定版)","日本一ソフトウェア","9,626","9,626","0","8","1,375","105","13","○","3,311","14","2006/11/30"
"B000QHUJUS","4995506001308","ドラグナーズアリア 竜が眠るまで","日本一ソフトウェア","","1,864","0","11","340","1","42","×","15,095","56","2007/08/23"
"B001O9AKOC","4995506001537","魔界戦記ディスガイア2 PORTABLE(限定版)","日本一ソフトウェア","","15,330","","1","2,066","0","10","×","16,209","10","2009/03/26"
"B001O9AKOW","4995506001544","魔界戦記ディスガイア2 PORTABLE(通常版)","日本一ソフトウェア、￥ 208","5,378","5,380","120","2","750","150","51","○","6,496","52","2009/03/26"
"B001RCU2B2","4995506001568","ドラグナーズアリア 竜が眠るまで PSP the Best","日本一ソフトウェア、￥ 1","3,024","1,100","230","8","440","3","11","○","29,042","2","2009/03/26"
"B002HOR37A","4995506001674","アンティフォナの聖歌姫 ~天使の楽譜 Op.A~(限定版:設定資料集 サウンドトラックCD2枚組同梱)","日本一ソフトウェア、￥ 21","8,424","2,241","39","15","709","271","12","○","19,900","6","2009/10/22"
"B002HOR370","4995506001681","アンティフォナの聖歌姫 ~天使の楽譜 Op.A~(通常版)","日本一ソフトウェア","6,264","1,400","0","29","740","10","25","○","20,794","14","2009/10/22"
"B002MZYU2U","4995506001698","ラ・ピュセル†ラグナロック(限定版: 設定資料集 & サウンドトラックCD同梱)","日本一ソフトウェア","7,600","7,600","278","3","1,319","1","11","○","17,415","4","2009/11/26"
"B002MZYU34","4995506001704","ラ・ピュセル†ラグナロック(通常版)","日本一ソフトウェア","5,378","2,278","47","15","1,019","1","34","○","11,135","6","2009/11/26"
"B0032JTHI2","4995506001742","絶対ヒーロー改造計画(初回限定版)","日本一ソフトウェア","8,424","2,650","30","14","828","1","15","○","4,751","9","2010/03/11"
"B0032JTHIM","4995506001759","絶対ヒーロー改造計画(通常版)","日本一ソフトウェア、￥ 21","6,264","1,542","0","25","636","0","56","○","8,087","40","2010/03/11"
"B002YT9PR4","4995506001773","クラシックダンジョン ~扶翼の魔装陣~","日本一ソフトウェア","5,378","2,318","1","14","1,220","30","25","○","8,505","20","2010/02/18"
"B0035JJCNO","4995506001803","ディスガイア インフィニット","日本一ソフトウェア","4,104","1,709","1","21","680","10","26","○","18,227","3","2010/04/22"
"B003RWTMGG","4995506001827","BLUE ROSES ~妖精と青い瞳の戦士たち~","日本一ソフトウェア、￥ 1","6,264","998","1","27","439","10","40","○","3,726","19","2010/09/16"
"B003Y8YW18","4995506001841","ファントムブレイブ PORTABLE","日本一ソフトウェア","5,184","3,120","80","13","1,570","10","25","○","8,658","5","2010/10/28"
"B0041IY44U","4995506001858","クリミナルガールズ","日本一ソフトウェア","6,980","6,980","","","2,130","300","29","○","4,642","56","2010/11/18"
"B004GHODAG","4995506001889","クラシックダンジョン X2","日本一ソフトウェア","4,298","3,436","813","5","2,420","9","11","○","3,138","24","2011/03/24"
"B004Q7DG72","4995506001902","魔界戦記ディスガイア2 PORTABLE PSP the Best","日本一ソフトウェア","2,940","2,320","40","12","1,280","299","22","○","6,747","15","2011/05/12"
"B0058FW90G","4995506001926","ファントム・キングダム PORTABLE (通常版)","日本一ソフトウェア、￥ 455","5,040","1,380","10","22","1,150","0","44","○","7,313","8","2011/10/06"
"B0058FW9JW","4995506001933","ファントム・キングダム PORTABLE (初回限定版)","日本一ソフトウェア","7,344","1,725","0","33","679","1","18","○","12,508","3","2011/10/06"
"B0076U4VMK","4995506002015","絶対ヒーロー改造計画 PSP the Best","日本一ソフトウェア","3,024","1,578","0","18","980","50","7","○","23,392","","2012/04/26"
"B000EXIIPM","4995857060344","イーディス メモリーズ ~新天魔界 G O C V~","アイディアファクトリー","","8,800","550","2","920","0","21","×","25,094","","2006/05/25"
"B000EMY35M","4995857060412","IFコレクション 新天魔界 ~G O CIV アナザサイド~","コーエー、￥ 38","3,840","3,840","0","5","900","50","7","○","40,420","","2006/03/30"
"B000GO87KK","4995857060849","アストニシア ストーリー","コンパイルハート","5,184","2,980","0","7","616","10","25","○","27,388","8","2006/09/28"
"B000A6CIQI","4995857090013","新紀幻想 ~SS2 アンリミテッドサイド~","アイディアファクトリー","5,184","3,580","","","532","1","29","○","25,333","11","2005/10/27"
"B001P81IKC","4995857090389","IFコレクション 新紀幻想 ~SSII アンリミテッドサイド~","アイディアファクトリー","3,024","1,560","10","11","550","190","9","○","31,669","","2009/03/12"
"B00292AR1O","4995857090730","ブレイジングソウルズ アクセレイト","アイディアファクトリー","","5,053","0","12","1,027","11","17","×","17,093","9","2009/07/23"
"B007PBNNB0","4995857092208","ジェネレーションオブカオス6(限定版:サウンドトラックCD、設定資料集同梱)","アイディアファクトリー","8,424","1,470","0","15","1,297","11","14","○","16,106","","2012/06/28"
"B007PBNMYI","4995857092215","ジェネレーションオブカオス6 (通常版)","アイディアファクトリー","6,264","870","0","31","781","2","39","○","13,034","4","2012/06/28"
"B007RV097O","4995857092222","アガレスト戦記Mariage (限定版)","コンパイルハート、￥ 980","8,424","3,544","1","17","1,950","27","16","○","3,964","7","2012/07/19"
"B007RV0GSQ","4995857092239","アガレスト戦記Mariage (通常版)","コンパイルハート","6,264","1,180","0","24","950","30","41","○","1,747","14","2012/07/19"
"B0036DD2HQ","4995857100408","もっとNUGA-CEL!(通常版)","アイディアファクトリー","","7,279","1","5","1,340","0","29","×","17,137","10","2010/05/20"
"B0036DD2HG","4995857100460","もっとNUGA-CEL!(限定版:「サウンドトラックCD」「ポストカードセット」同梱)","アイディアファクトリー、￥ 485","7,500","7,850","150","5","2,668","12","13","○","21,692","2","2010/05/20"
"B001QXDJ3U","4996802090485","うたわれるもの ポータブル(通常版)","アクアプラス","","5,980","20","4","1,550","19","24","×","4,980","31","2009/05/28"
"B001MYKLIY","4996802090492","うたわれるもの ポータブル(初回限定版:「携帯ゲーム収納ケース」&「ミニトートバッグ」&「クリーナー」同梱)","アクアプラス","","6,136","0","8","1,340","498","11","×","15,713","19","2009/05/28"
"B0043229V4","4996802101082","ティアーズ・トゥ・ティアラ-花冠の大地- PORTABLE (通常版)","アクアプラス","5,184","3,550","430","10","1,799","1","31","○","6,091","13","2010/11/25"
"B0043229U0","4996802101099","ティアーズ・トゥ・ティアラ-花冠の大地- PORTABLE (初回限定版)","アクアプラス、￥ 508","7,020","4,950","0","7","3,120","310","8","○","23,890","","2010/11/25"
"B0055BWYZS","4996802110589","ToHeart2 ダンジョントラベラーズ(通常版)(特典なし)","アクアプラス","","17,800","2,050","3","1,040","100","44","×","6,857","37","2011/06/30"
"B004KSREXO","4996802110596","ToHeart2 ダンジョントラベラーズ(限定版)","アクアプラス","11,664","6,700","120","16","2,810","1","15","○","12,295","7","2011/06/30"
"B00BXWCFL6","4996802130280","ダンジョントラベラーズ2王立図書館とマモノの封印 (通常版) 特典なし","アクアプラス","6,090","4,840","60","13","3,525","5","30","○","4,095","23","2013/03/28"
"B00BXW7AR0","4996802130297","ダンジョントラベラーズ2王立図書館とマモノの封印 プレミアム大封印BOX 特典なし","アクアプラス","9,504","8,428","171","13","4,090","20","15","○","9,328","","2013/03/28"
"B00BF8237Y","4996802130488","ToHeart2 ダンジョントラベラーズ AQUAPRICE2800","アクアプラス","3,024","2,349","1","12","2,130","0","8","○","4,653","","2013/04/25"
"B002VUB3AS","4997766201016","伝説の勇者の伝説 LEGENDARY SAGA","角川書店","6,264","1,058","0","6","1,058","0","17","○","12,841","3","2010/02/18"
"B003Y5I4C4","4997766201320","伝説の勇者の伝説 LEGENDARY SAGA KADOKAWA THE BEST","角川書店、￥ 90","3,024","1,663","34","10","1,073","11","12","○","24,043","","2010/10/28"
"B00436F9ZI","4997766201337","咎狗の血 True Blood Portable (限定版:ねんどろいどぷちアキラ他同梱)","角川書店","","14,997","1","4","6,480","0","10","×","12,353","20","2010/12/23"
"B00436F9ZS","4997766201344","咎狗の血 True Blood Portable(通常版)","角川書店","12,000","12,000","2,800","4","5,160","120","16","○","9,758","10","2010/12/23"
"B005MPYGTY","5021290048287","Deus Ex: Human Revolution (輸入版)","Square Enix","17,985","18,335","5","3","18,335","5","","○","40,411","",""
"B0007UDYTW","5030917028748","【輸入版:北米】Untold Legends: Brotherhood of the Blade","Sony Online Entertainment(World)","8,100","3,043","1","5","330","11","6","○","35,384","","2005/03/22"
"B0015X61IG","5030917044830","Transformers: The Game （輸入版）","Activision Inc.","","","","","4,339","","1","×","27,183","2",""
"B001U0O3HU","5030917065521","Call of Duty Roads To Victory (PSP 輸入版　UK）英語表記","Gamesland","","7,505","1,015","3","4,049","1","2","×","24,166","2",""
"B000CI83LI","5055060910078","Breath of Fire III (輸入版)","Tommo(World)","1,980","1,980","0","10","1,980","0","2","○","40,139","",""
"B000CBCVEK","5055060911365","Mega Man Maverick Hunter X(輸入版)","Capcom Entertainment(World)","1,590","1,590","0","7","1,110","480","1","○","39,302","","2006/08/07"
"B009QWBLEW","5500000137744","PSP DJ MAX HOT TUNES LIMITED EDITION　【海外韓国版】","ファンタービジョン","12,800","6,480","","","6,480","","","○","46,106","",""
"B0036K5GHI","9474365900502","PSP 戦場のヴァルキュリア 2 ガリア王立士官学校  (特典　『ドキュメントオブカリブ1936』付き）","セガ","6,090","4,280","","","2,200","10","3","○","33,234","",""
"B004EHU5QO","1000000108651","【輸入版】 PSP モンスターハンターポータブル 3rd (アジア版)","カプコン","","","","","","","","×","96,415","","2010/12/01"
